Sr. no	ID	Title	Audio text link	Audio text Category	Audio LInk	Standard Duration (hh:mm:ss)	Audio Source	dept	Audio Extension	Background Music	Audio Quality 	Speaker ID	Subtitle	Audio Recording Device	Puplished year	Group	Uploaded Pecha Tool	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25
903	STT_AM_AB0901	6	https://docs.google.com/document/d/114rmiE4qQco9SQo6tHf4fsyFklPwifUxz1hKBiLPScQ/edit?usp=sharing	text	https://www.youtube.com/watch?v=cqo34bssaOA	0:25:09	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
904	STT_AM_AB0902	7	https://docs.google.com/document/d/1RODz1ZHeIMnnb_KdK1v_vXE81yYaXVnR0NapKEDMi6Q/edit?usp=sharing	text	https://www.youtube.com/watch?v=a2EeXnPfoKM	0:24:41	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
905	STT_AM_AB0903	8	https://docs.google.com/document/d/1HaYSCZ2cQD6wiNr6_j_hcE6q8O38-uukQm_5lNRUeco/edit?usp=sharing	text	https://www.youtube.com/watch?v=BhDFWI6aAxM	0:25:02	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
906	STT_AM_AB0904	9	https://docs.google.com/document/d/1U-kDyn3x9CS3jqFQ22lQRUefBXyR479rOVWzVqZA9-c/edit?usp=sharing	text	https://www.youtube.com/watch?v=Y0MAaUeHJcs	0:24:51	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
907	STT_AM_AB0905	10	https://docs.google.com/document/d/16BsJsZh_Pqld750e8VjGBqIec1zkdfs1uxcemNtvuVA/edit?usp=sharing	text	https://www.youtube.com/watch?v=5iyGXQ4nZb8	0:26:42	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
908	STT_AM_AB0906	11	https://docs.google.com/document/d/1z3-NRboaDJspnR-guc7a6__LmXkQKXwVW_tfcfJWoJ8/edit?usp=sharing	text	https://youtu.be/xZPZOuIP9B8?si=QVvG0pUg03FJx8jA	0:24:15	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
909	STT_AM_AB0907	12	https://docs.google.com/document/d/11iqIsA_4u9iZHeH9wssIcVp6LwBSCWAgGV8nZ4OeFqc/edit?usp=sharing	text	https://youtu.be/lNKaT54tnYk?si=d3JeUQ242lcDWoQo	0:25:17	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
910	STT_AM_AB0908	13	https://docs.google.com/document/d/1TaVpT_Qu3sM76lLpa1b_8drzcZ03kHTOGrphzEjD3p0/edit?usp=sharing	text	https://youtu.be/zkMCBodpTeg?si=lXp2f92o9TwzAm-X	0:13:20	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
911	STT_AM_AB0909	14	https://docs.google.com/document/d/1_qHJ-miUrF0VmAuEcXe7ahEXK9tN9F9tcRGqT0_nGms/edit?usp=sharing	text	https://youtu.be/Ff0P5ybwYoY?si=iJYYggYVmD8NX2W0	0:16:36	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
912	STT_AM_AB0910	15	https://docs.google.com/document/d/15lzF8MVNtyVyL28jkWQYeafVtQPCZSk34yFVORr22Dg/edit?usp=sharing	text	https://youtu.be/2pQlba1cr6s?si=-Wip2nsk7CNn8jYF	0:21:52	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
913	STT_AM_AB0911	16	https://docs.google.com/document/d/1E4z_COVh7GzKfKGeFeHO1gLReAeShD0VMGlw7C3wFjM/edit?usp=sharing	text	https://youtu.be/jGvqO6Ew5v8?si=CBCiprxM0NuDV4Bh	0:20:43	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
914	STT_AM_AB0912	17	https://docs.google.com/document/d/1QEPvhpG07Bpgfy24z9kw1mQUNq7hYpuMM5F6MXMG_uw/edit?usp=sharing	text	https://youtu.be/6qxFAMn5Hx4?si=sjjlbInr8z0KEM2m	0:11:06	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
915	STT_AM_AB0913	18	https://docs.google.com/document/d/1t_sG-lNqo-2FkU7NphWK25D5mffAGJJTTn1aJqCrk4o/edit?usp=sharing	text	https://youtu.be/OOo6Jj1LxaU?si=38SrXXy_RQt2TfvF	0:05:27	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
916	STT_AM_AB0914	19	https://docs.google.com/document/d/1lBXZKQOxk8VGuO7RVJ2KGPmOgzJojXexagRufkvOxCY/edit?usp=sharing	text	https://youtu.be/T1H72Mx5eCE?si=GDhgkYW31uPXtbYs	0:13:35	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
917	STT_AM_AB0915	20	https://docs.google.com/document/d/1bblZ5qLqcFf29ZDNLvi8w_k1IFCLag7MlZ3GZRcm280/edit?usp=sharing	text	https://youtu.be/3Ki3WSIBH70?si=2hM4agJcDFUp807V	0:06:22	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
918	STT_AM_AB0916	21	https://docs.google.com/document/d/1sTTQ9SQwglq5ASvEBhstKVGj_U19rBCMlGkXSSem-Yc/edit?usp=sharing	text	https://youtu.be/y_24KAISUbQ?si=oHjBrH2nvfQwX-X_	0:08:10	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
919	STT_AM_AB0917	22	https://docs.google.com/document/d/1qThCbpsnA9ERQFWVVaD9w9bI1qdMmb1j7Yc1c6MmZUI/edit?usp=sharing	text	https://youtu.be/LK4CrVBOn9k?si=q6I1V_3jFsw7D24u	0:09:14	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
920	STT_AM_AB0918	23	https://docs.google.com/document/d/1HJ4j9y7BNeCS6voax73S3lYrjkT7RxFCah79MiSzuL0/edit?usp=sharing	text	https://youtu.be/KmGqN2OT3ns?si=f69_QX6zGVXqI9Kw	0:04:32	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
921	STT_AM_AB0919	24	https://docs.google.com/document/d/1G9Rbhz7BfCJ7vLuWMhU9NHz0_URTr-fW-Z9bzajwpAI/edit?usp=sharing	text	https://youtu.be/z9Kx7EYk3tU?si=BfdO2Hdlke6dXRQN	0:15:23	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
922	STT_AM_AB0920	25	https://docs.google.com/document/d/1OSsiGviCnfA1jkGWJAa0TOibx6Ny6Mx3tC63DN1IwpM/edit?usp=sharing	text	https://youtu.be/Sr8avgQWaC4?si=CysLkfvnz8-Jtqp4	0:06:00	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
923	STT_AM_AB0921	26	https://docs.google.com/document/d/1hvlzW1Qd7EoWjKTSbt0EPPDW1kyYFBFHAjhF4BIf_yk/edit?usp=sharing	text	https://youtu.be/KNhhDqFWjUs?si=j0iS1uDDH-lBWCfm	0:17:10	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
924	STT_AM_AB0922	27	https://docs.google.com/document/d/1rImLy4OPR_ymasuVvulDTYgbo2EwHp1KBkosyCaJ43Q/edit?usp=sharing	text	https://youtu.be/0KJm6XzjkAQ?si=UfbbgDOKRFl7fvxu	0:11:14	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
925	STT_AM_AB0923	28	https://docs.google.com/document/d/1NQRcAe9GcoC2nbhvWH_h54VSWzQGWj6AEfntwvJPs_M/edit?usp=sharing	text	https://youtu.be/nnRaCFcRvPE?si=G3LmBkldINnh8bi_	0:41:19	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
926	STT_AM_AB0924	29	https://docs.google.com/document/d/19CQkkMAz0Tg62DE2VKmE9EmTzzFGLEeQWiz7yertggU/edit?usp=sharing	text	https://youtu.be/Zw4cfiY1Hns?si=R_0kxMsEw_CQv1xl	0:15:31	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
927	STT_AM_AB0925	30	https://docs.google.com/document/d/1tcKufwGoB1Xok69rmFyE99zHD1I3yTUsIR03AmwICnU/edit?usp=sharing	text	https://youtu.be/KtOstKuKxF8?si=YKxXW6x9vINrjFWF	0:09:05	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
928	STT_AM_AB0926	31	https://docs.google.com/document/d/1Dvx1kuI3OFYeyVB3gaqFxVMCllIk8ByG9yI1Urmcyp4/edit?usp=sharing	text	https://youtu.be/asVQ1kWC1bY?si=JsQO7UIQm5w1lqyr	0:09:04	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
929	STT_AM_AB0927	32	https://docs.google.com/document/d/1LI7W_-bj1WYPrXrAG1z2nIKQt70t2TGYxKEbqLwxVa4/edit?usp=sharing	text	https://youtu.be/Q48m9CV0cIY?si=E-L1RDA4NGhFQdRV	0:16:07	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
930	STT_AM_AB0928	33	https://docs.google.com/document/d/1jyZx6bAX_fsbjw8Te8GJSqQDDxUbhkNH31D8CV0-LlE/edit?usp=sharing	text	https://youtu.be/V3OoAdl3WX4?si=bEX3bkX_Y9GoTN6W	0:19:52	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
931	STT_AM_AB0929	34	https://docs.google.com/document/d/1CTO3FdPov-m347MIufXhfGb7N55y3nyEdDJ5jtDhGxM/edit?usp=sharing	text	https://youtu.be/9YUmsrNjbcg?si=7rWVlELu1QIw_77e	0:18:53	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
932	STT_AM_AB0930	35	https://docs.google.com/document/d/1wAL4G-3Ax3TeRIOOs22gpOKllnTq3Ydf1c8Ea7ct1fs/edit?usp=sharing	text	https://youtu.be/n9i6q6rcqQE?si=jvFEuWy10wWXulMa	0:11:56	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
933	STT_AM_AB0931	36	https://docs.google.com/document/d/1Ub7Xa-NCIBSGk7KBiOKvJYThIuTFEEeyK3ZG1-H5t34/edit?usp=sharing	text	https://youtu.be/i9gvhdfNP-s?si=Pt9QBe_tSdZ9SteY	0:25:51	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
934	STT_AM_AB0932	37	https://docs.google.com/document/d/1cAgeTZsGtTQVWbytjkzCc5t135jbLVTW0vqs5pz4CnE/edit?usp=sharing	text	https://youtu.be/36kTo9zvhzU?si=QAN47v2CjPjn9--O	0:31:10	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
935	STT_AM_AB0933	38	https://docs.google.com/document/d/1wIJR7y9_sXXlIhI9QF9ELleaAyIXs4OUxe6rIWFeT2A/edit?usp=sharing	text	https://youtu.be/HZN_1nUt4Bk?si=UKR6X2kUl36Cpxig	0:39:05	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
936	STT_AM_AB0934	39	https://docs.google.com/document/d/1ASKtqjki0chKoZV63eYOSppY3-t6N-UCgXAgVQ0JyjM/edit?usp=sharing	text	https://youtu.be/UAKtBKyWrbQ?si=inebJsMXVCT7sA3J	0:18:48	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
937	STT_AM_AB0935	40	https://docs.google.com/document/d/1JB0VGmcGBNGsn54WAUm92TE42etKnenbvpBBimwUA0g/edit?usp=sharing	text	https://youtu.be/joPDYiN_n60?si=SML5-wxWSTemJZmB	0:12:30	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
938	STT_AM_AB0936	41	https://docs.google.com/document/d/16ZuXkdm-nxIZAtdY7mXpPfdhy4YwkT5kcSQm4ucmeR4/edit?usp=sharing	text	https://youtu.be/Dm5CigYiuWU?si=yDi0j5bmkzlRqMoD	0:18:05	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
939	STT_AM_AB0937	42	https://docs.google.com/document/d/16sgGFrH0E_fsQtI-qEDJYXhiG1bNw2F-r4o_e_peiAw/edit?usp=sharing	text	https://youtu.be/yK7Hk3jdyoA?si=iJ1duuDCooxu5yVr	0:26:45	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
940	STT_AM_AB0938	43	https://docs.google.com/document/d/1rLXNe12BxojVE7u4HwvtrfdYAZV1C5ztBvwinrdXGfY/edit?usp=sharing	text	https://youtu.be/ZP2feeWTo9k?si=VIrIaoutcVZ-FsSP	0:26:41	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
941	STT_AM_AB0939	44	https://docs.google.com/document/d/111pfauqllP61HY0_sTlCEUcX_bKUGOcVKEwbHkX5z2Y/edit?usp=sharing	text	https://youtu.be/1fZsbmiases?si=6-xjJIbO94XD5A4Y	0:08:01	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
942	STT_AM_AB0940	45	https://docs.google.com/document/d/1J0RqNBHpLt1ucWKaAelc10SdQ-LAVWHVasJmvsVHLy0/edit?usp=sharing	text	https://youtu.be/H3EoA9mIPsE?si=Z5oH8_ECFfbT_NEd	0:20:08	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
943	STT_AM_AB0941	46	https://docs.google.com/document/d/1rkM-pbjLixK6_N7bbXu4YIR_7hOM-2l0Vrq-4HfyjL0/edit?usp=sharing	text	https://youtu.be/-mD4WUMZ4Co?si=vBLnpz8XohobjpIL	0:21:30	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
944	STT_AM_AB0942	47	https://docs.google.com/document/d/10cU--wpVMoSubAhuZvfnGerrhUfPH4pBU951yNU3Y54/edit?usp=sharing	text	https://youtu.be/_MTYrIGO-5w?si=JkEVAj0UOATmNi3h	0:22:04	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
945	STT_AM_AB0943	48	https://docs.google.com/document/d/1JD0jO1js5w7A-IBIWrSPbBMwga7ukY0EpAfRF_Zc8ic/edit?usp=sharing	text	https://youtu.be/Zq5RBubrDPo?si=Mnwr8X4OR_ZFLzlg	0:25:02	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
946	STT_AM_AB0944	49	https://docs.google.com/document/d/1CrHG3qGsHMNwV3sWMgKOaHtaojui6wzaONRk5p8Es34/edit?usp=sharing	text	https://youtu.be/PoXr4LA2Sqk?si=ZToBD2y565kK7-sg	0:22:34	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
947	STT_AM_AB0945	50	https://docs.google.com/document/d/1NxLIa1ne0Anc3p-45WmJeS-3gVzupJGGN1tzpFVzczs/edit?usp=sharing	text	https://youtu.be/kInnFxZJVmo?si=HyhNKeh2ri9mOnFj	0:12:41	Youtube	MV	MP4	False	Very goog	AM_003				group A	Uploaded								
948	STT_AM_AB0946	51	https://docs.google.com/document/d/1qycRXIyCJl7i2txu8eBnE9ffv49PF3vFl2Ci4r4YI8c/edit?usp=sharing	text	https://youtu.be/69URquIAG30?si=EDQbqc2N0h0bbrzg	0:19:50	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
949	STT_AM_AB0947	52	https://docs.google.com/document/d/1XXx1VLHCJjMezJpdEkQ_vKP2uYqyE4A19ZPKEF0PQDc/edit?usp=sharing	text	https://youtu.be/0Z4mZtpMw8U?si=rLkn9k_9X-GlNgqS	0:16:28	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
950	STT_AM_AB0948	53	https://docs.google.com/document/d/1GncwyT9ewVUFlEyOITnq-HVdvWx0nUjA9gfAatuRVkI/edit?usp=sharing	text	https://youtu.be/1dnkjJLTs0Q?si=czeHCl6o9rvrUmN2	0:28:10	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
951	STT_AM_AB0949	54	https://docs.google.com/document/d/15vmLN9ISJxzL4nHJJRRm0s8YXwccEFEKkMgNh1zRj_Q/edit?usp=sharing	text	https://youtu.be/ux5uesNP9fM?si=7SyVr50mp64nbqvS	0:20:12	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
952	STT_AM_AB0950	55	https://docs.google.com/document/d/1d_GEMgkwdT6gY12o2WF0r9PS3OYidIcwmZyEUgLFlIA/edit?usp=sharing	text	https://youtu.be/f2xB7D8C9IY?si=D5VFmagrSucoRSWF	0:13:26	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
953	STT_AM_AB0951	56	https://docs.google.com/document/d/1OOdVZeKGmNeHBI-lpUEMO20jROHT3yETitVTJdpqzrc/edit?usp=sharing	text	https://youtu.be/VBqInvZRlZQ?si=cbweGXw2PKuqDGW9	0:14:01	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
954	STT_AM_AB0952	57	https://docs.google.com/document/d/1EooWTpM1PBuYw5t4a-dQ3UKQ4UnZv5_ob9VGk2yW_BQ/edit?usp=sharing	text	https://youtu.be/AiJE0RG2-Q4?si=YQJpgDLU0wgOXWYa	0:15:06	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
955	STT_AM_AB0953	58	https://docs.google.com/document/d/1I3JVPX6Ybiz_fNrz0_VjbQT8r0qn_FXkCw1MJfCI-GI/edit?usp=sharing	text	https://youtu.be/WOJc3MuH2jU?si=f0md04PjayeOzuEd	0:27:03	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
956	STT_AM_AB0954	59	https://docs.google.com/document/d/11LX0zdamOwetQXb81PzrWQ5vbizhWWBdFCtSu9ki0xc/edit?usp=sharing	text	https://youtu.be/cnECe8q1a_o?si=2gSScn1wpWGiwQzN	0:26:27	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
957	STT_AM_AB0955	60	https://docs.google.com/document/d/1TuBNvuQZ0xuH-q61KZ5haLJW5f4SGxvlcOmxmC0QzHM/edit?usp=sharing	text	https://youtu.be/ce4lXy726do?si=OLwOTQhMJOsMfahA	0:15:10	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
958	STT_AM_AB0956	61	https://docs.google.com/document/d/1vItuOmfxhTPy9oDGYTGohmoTuqy_d29Ocooviu0-CR8/edit?usp=sharing	text	https://youtu.be/EXHEBgwUYO0?si=FHiB2QsDo5BSErn0	0:14:27	Youtube	MV	MP4	True	Very goog	AM_003				group A	Uploaded								
959	STT_AM_AB0957		https://docs.google.com/document/d/1l_FxcMmmn2kMTJEHANEpPoZ14epUFk46pqump7Mp57k/edit?usp=sharing	text	https://youtu.be/1so6l_FQiEw?si=V24VS1EWzTquqNwf	0:38:08	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
960	STT_AM_AB0958	2	https://docs.google.com/document/d/1eCdb5vFto60FCwwMVSnldyaQGUCekupaCV7YxSSl3Qk/edit?usp=sharing	text	https://youtu.be/pP9uMvjRGXw?si=KK7OyvTgykdIhL0D	0:26:40	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
961	STT_AM_AB0959	3	https://docs.google.com/document/d/1FcRCe9rpOe4hBIX0wvhjawk92t57dU5MR3qxucigCkE/edit?usp=sharing	text	https://youtu.be/ok6BIAueogI?si=CqtC2kTkGVSPCOQg	0:39:28	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
962	STT_AM_AB0960	4	https://docs.google.com/document/d/19q9ImA_YZUIu2pOeoltUVQtsdDapjWqrqzVUxyVMqNo/edit?usp=sharing	text	https://youtu.be/foydamXSry4?si=cY5CitYdicSVwIKo	0:50:24	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
963	STT_AM_AB0961	5	https://docs.google.com/document/d/1-q7Mex2OEPBJkPLoFyK4kSntYoW3NZw31ST_hHYfxGw/edit?usp=sharing	text	https://youtu.be/OEJe7N78L6U?si=5IjcYu8NoUPY-mrb	0:25:55	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
964	STT_AM_AB0962	6	https://docs.google.com/document/d/1ujHhVm-uiSFH5W42zTK3OZ3PsNNdlgwkcS9CFU19xYU/edit?usp=sharing	text	https://youtu.be/sT5MaT-6rC8?si=yNYODF5Z_6K8lN8C	0:29:18	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
965	STT_AM_AB0963	7	https://docs.google.com/document/d/1eplSvkzOxjzjtlobsirNkZgHEbMKE5j2D5a2SZxiR3Y/edit?usp=sharing	text	https://youtu.be/YMlUVIZbiow?si=wVrLlzm4gnMmoyMi	1:09:55	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
966	STT_AM_AB0964	8	https://docs.google.com/document/d/1OWFT8k7JXKVLM6SO16ocGy1jqfHPnFQrUkJBnkDBV0g/edit?usp=sharing	text	https://youtu.be/JmLr5cWT66c?si=hdmtCieaZfKus2_Q	1:01:17	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
967	STT_AM_AB0965	9	https://docs.google.com/document/d/1qEQuLUaY9Y51pEzs1_uZw_cVZ-1l9IxZrA16jVm9Qkk/edit?usp=sharing	text	https://youtu.be/xp_X29Gm-JY?si=Cdma8Zpki0Ym6Hwz	1:01:26	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
968	STT_AM_AB0966	10	https://docs.google.com/document/d/1CJVDmwsJ13BCIlz-nT_vSwLVERYNrgiDEBc2_Rv9slU/edit?usp=sharing	text	https://youtu.be/nt43XMdXfek?si=38-BzZwnSiJkZh-e	1:04:18	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
969	STT_AM_AB0967	11	https://docs.google.com/document/d/1dtgQdAWRD788z60F9CR2e9yhjRtsOJc5kdQALv8dUC8/edit?usp=sharing	text	https://youtu.be/MvVxU0uVg2E?si=8B7Sdni_RLD7kZ2Y	0:47:40	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
970	STT_AM_AB0968	12	https://docs.google.com/document/d/1t30Zmquk1p8HJFkrfRf7sm7V3m74jgO_v-mhRIiWByw/edit?usp=sharing	text	https://youtu.be/p0q9uhukzeE?si=2zBv4htuBQtVilpT	0:36:44	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
971	STT_AM_AB0969	13	https://docs.google.com/document/d/1apwNKT0vd3mDVo9zLeo9Nd-l8uLasmr7m2SzPm227vs/edit?usp=sharing	text	https://youtu.be/3Gq0KONkS78?si=eCcTk4b0IUezyALC	0:15:31	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
972	STT_AM_AB0970		https://docs.google.com/document/d/1UlgA8JvAp0TTq_KxTyrjPw2oaHKHGiIU4ScafRitUxw/edit?usp=sharing	text	https://youtu.be/tcGNRPTDjus?si=zUsaADArmGsE-4AW	0:33:33	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
973	STT_AM_AB0971		https://docs.google.com/document/d/1EiKIPnCRE5UZp2PmYZMnc6QXo6Asqa8yR0ujRomERPE/edit?usp=sharing	text	https://youtu.be/ydj3QrbPETQ?si=26HYxzWJBc1lVgbb	0:37:42	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
974	STT_AM_AB0972	2	https://docs.google.com/document/d/1yAZlJ9z4MnjgFmLEgvuqqG10AjHwhbTbIO4hz4dnIOQ/edit?usp=sharing	text	https://youtu.be/y1t6LF1p_SY?si=wN94ryS7BKNKvtuE	1:03:24	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
975	STT_AM_AB0973	3	https://docs.google.com/document/d/1mBobs9SeMjjS3_NFrE1OUnMJShqrRZOT-hCyumPgQ70/edit?usp=sharing	text	https://youtu.be/6Hoslu95M1c?si=6a1PhmNGQm7CWh9P	1:01:54	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
976	STT_AM_AB0974	4	https://docs.google.com/document/d/17Fg1FqwK5UMbzHfoDTVjDC6sejuf_MMt_SBC9M_nCFU/edit?usp=sharing	text	https://youtu.be/kdh9iRPPfDg?si=AVf-cGje-WPU-9Y6	1:08:00	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
977	STT_AM_AB0975	5	https://docs.google.com/document/d/1byNNnbUrWfvWEAfbPL5Fuh7ogJ1sWkUsk6tBi2ItLVM/edit?usp=sharing	text	https://youtu.be/4K-FVC-7tRU?si=rfPfYtNgLubvc8S6	0:40:00	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
978	STT_AM_AB0976	6	https://docs.google.com/document/d/1XX7F41YsU7e-b4a-fHTn0sk7VAymvUsFoyt9l8t_YKA/edit?usp=sharing	text	https://youtu.be/p1uQCSBk4Qw?si=wNT46evQSq5LcsnN	1:00:21	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
979	STT_AM_AB0977	7	https://docs.google.com/document/d/1yEHf2GwbXIybd93EZvDDTqQsPcqMR65-d8_yJvQzd4g/edit?usp=sharing	text	https://youtu.be/Kp-ayD9G5qo?si=45fkOFUSeS31fspa	1:00:13	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
980	STT_AM_AB0978		https://docs.google.com/document/d/1IcC5uMXPHZMd0IoP7T4YwBvGqkvhFEDvtRvVnfuoqO0/edit?usp=sharing	text	https://youtu.be/Gpw0eu7FJKE?si=7fDHCGcaM4gwUf9M	1:05:10	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
981	STT_AM_AB0979	2	https://docs.google.com/document/d/1ibdk0au71xuwiYsKjN8G8Ya4jdKjxpURQIbjFlzp2oI/edit?usp=sharing	text	https://youtu.be/A064n6WN36k?si=kLw3nBHoOeLxUiCn	0:51:17	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
982	STT_AM_AB0980	3	https://docs.google.com/document/d/1YkMohO7xFkVmxWmysXEZpM_WD7yI70TaD4VZyAWCxgo/edit?usp=sharing	text	https://youtu.be/W9ajGYurm_s?si=4KVsVWJ_arJeAxK7	0:50:43	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
983	STT_AM_AB0981	4	https://docs.google.com/document/d/1wCJE9s6EDLpqK9vxVr7iMW32yoXpSd3OdWHHpRdGtv8/edit?usp=sharing	text	https://youtu.be/9zr2AKX-LI4?si=-x38okCGoIwTX1Jh	0:45:29	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
984	STT_AM_AB0982		https://docs.google.com/document/d/1Kau3cBTTNtEXm1NSwjQgh46R6HfWdJHo1kfzTyhhqB4/edit?usp=sharing	text	https://youtu.be/g8jSa9txWks?si=Vaak8tIHZbyWVg83	0:30:58	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
985	STT_AM_AB0983	2	https://docs.google.com/document/d/1hDHI82rEGTclRZFB4fikchqJmnhZGAsb5jufjOwaFcM/edit?usp=sharing	text	https://youtu.be/giPOHcQq34w?si=tmqoHRbxERqoIIuA	1:00:49	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
986	STT_AM_AB0984	3	https://docs.google.com/document/d/1h3TMRXv-OIxL9xwRfHi787AtGaNdneSnMeM4jxseN5c/edit?usp=sharing	text	https://youtu.be/7F0XYuTR9mg?si=CSY6euRtzW_UER5G	0:31:27	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded	25/02/2026							
987	STT_AM_AB0985		https://docs.google.com/document/d/1jAUU8NfwpPn_8ivhLdv_XqrsJsn0d9x60IJcmTlXhwo/edit?usp=sharing	text	https://youtu.be/lXW1I4qB6dc?si=cUO_APbhyNuXJyqB	0:54:26	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
988	STT_AM_AB0986	2	https://docs.google.com/document/d/1nZxrSVireAPW0kpzN3h6OnQoaTd2bRNeqXM5RKPAhg8/edit?usp=sharing	text	https://youtu.be/Bur4q2vv7gE?si=lJ12Enp_gxzIIOmG	1:06:17	Youtube	MV	MP4	False	Very goog	AM_007				group A	Uploaded								
